Date,Adj Close
1981-01-02,2.811899
1981-01-05,2.867035
1981-01-06,2.867035
1981-01-07,2.701628
1981-01-08,2.756764
1981-01-09,2.867035
1981-01-12,2.867035
1981-01-13,2.977306
1981-01-14,3.032439
1981-01-15,3.032439
1981-01-16,3.032439
1981-01-19,3.032439
1981-01-20,2.977306
1981-01-21,3.032439
1981-01-22,2.977306
1981-01-23,3.032439
1981-01-26,2.977306
1981-01-27,3.032439
1981-01-28,2.977306
1981-01-29,2.977306
1981-01-30,2.977306
1982-01-04,2.591358
1982-01-05,2.591358
1982-01-06,2.591358
1982-01-07,2.591358
1982-01-08,2.536223
1982-01-11,2.536223
1982-01-12,2.536223
1982-01-13,2.481089
1982-01-14,2.481089
1982-01-15,2.536223
1982-01-18,2.591358
1982-01-19,2.646493
1982-01-20,2.756764
1982-01-21,2.756764
1982-01-22,2.867035
1982-01-25,2.867035
1982-01-26,2.701628
1982-01-27,2.756764
1982-01-28,2.811899
1982-01-29,2.811899
1983-01-03,3.501093
1983-01-04,3.363253
1983-01-05,3.556226
1983-01-06,3.473523
1983-01-07,3.390821
1983-01-10,3.473523
1983-01-11,3.501093
1983-01-12,3.528658
1983-01-13,3.611362
1983-01-14,3.694067
1983-01-17,3.638929
1983-01-18,3.666497
1983-01-19,3.638929
1983-01-20,3.804335
1983-01-21,3.666497
1983-01-24,3.638929
1983-01-25,3.611362
1983-01-26,3.528658
1983-01-27,3.556226
1983-01-28,3.638929
1983-01-31,3.638929
1984-01-03,3.638929
1984-01-04,3.749200
1984-01-05,3.776767
1984-01-06,3.804335
1984-01-09,3.776767
1984-01-10,3.831900
1984-01-11,3.776767
1984-01-12,3.776767
1984-01-13,3.804335
1984-01-16,3.804335
1984-01-17,3.749200
1984-01-18,3.776767
1984-01-19,3.749200
1984-01-20,3.749200
1984-01-23,3.749200
1984-01-24,3.804335
1984-01-25,3.776767
1984-01-26,3.804335
1984-01-27,3.749200
1984-01-30,3.721631
1984-01-31,3.721631
1985-01-02,3.942175
1985-01-03,3.942175
1985-01-04,3.942175
1985-01-07,3.942175
1985-01-08,3.942175
1985-01-09,3.942175
1985-01-10,3.969741
1985-01-11,3.997307
1985-01-14,3.969741
1985-01-15,3.969741
1985-01-16,3.969741
1985-01-17,3.969741
1985-01-18,3.969741
1985-01-21,3.969741
1985-01-22,3.969741
1985-01-23,3.969741
1985-01-24,4.024877
1985-01-25,4.052443
1985-01-28,3.969741
1985-01-29,3.969741
1985-01-30,3.969741
1985-01-31,3.914606
1986-01-02,4.052443
1986-01-03,4.135148
1986-01-06,4.190284
1986-01-07,4.190284
1986-01-08,4.162713
1986-01-09,4.162713
1986-01-10,4.135148
1986-01-13,4.162713
1986-01-14,4.162713
1986-01-15,4.162713
1986-01-16,4.190284
1986-01-17,4.190284
1986-01-20,4.162713
1986-01-21,4.162713
1986-01-22,4.217847
1986-01-23,4.217847
1986-01-24,4.107579
1986-01-27,3.914606
1986-01-28,3.804335
1986-01-29,3.942175
1986-01-30,3.887038
1986-01-31,3.969741
1987-01-02,3.418387
1987-01-05,3.418387
1987-01-06,3.473523
