Date,Adj Close
1974-01-02,0.613743
1974-01-03,0.622036
1974-01-04,0.622036
1974-01-07,0.622036
1974-01-08,0.597155
1974-01-09,0.597155
1974-01-10,0.597155
1974-01-11,0.597155
1974-01-14,0.597155
1974-01-15,0.597155
1974-01-16,0.597155
1974-01-17,0.597155
1974-01-18,0.597155
1974-01-21,0.597155
1974-01-22,0.597155
1974-01-23,0.597155
1974-01-24,0.613743
1974-01-25,0.630330
1974-01-28,0.630330
1974-01-29,0.613743
1974-01-30,0.613743
1974-01-31,0.613743
1975-01-02,0.472748
1975-01-03,0.481042
1975-01-06,0.481042
1975-01-07,0.481042
1975-01-08,0.481042
1975-01-09,0.481042
1975-01-10,0.481042
1975-01-13,0.481042
1975-01-14,0.481042
1975-01-15,0.481042
1975-01-16,0.489335
1975-01-17,0.497629
1975-01-20,0.522511
1975-01-21,0.522511
1975-01-22,0.514216
1975-01-23,0.522511
1975-01-24,0.547392
1975-01-27,0.547392
1975-01-28,0.547392
1975-01-29,0.547392
1975-01-30,0.563980
1975-01-31,0.563980
1976-01-02,0.729856
1976-01-05,0.729856
1976-01-06,0.729856
1976-01-07,0.738150
1976-01-08,0.754738
1976-01-09,0.754738
1976-01-12,0.771325
1976-01-13,0.771325
1976-01-14,0.771325
1976-01-15,0.779619
1976-01-16,0.787913
1976-01-19,0.787913
1976-01-20,0.787913
1976-01-21,0.796207
1976-01-22,0.779619
1976-01-23,0.796207
1976-01-26,0.821088
1976-01-27,0.829382
1976-01-28,0.829382
1976-01-29,0.812795
1976-01-30,0.829382
1977-01-03,0.887438
1977-01-04,0.870851
1977-01-05,0.879145
1977-01-06,0.895733
1977-01-07,0.912320
1977-01-10,0.937201
1977-01-11,0.928908
1977-01-12,0.928908
1977-01-13,0.928908
1977-01-14,0.920614
1977-01-17,0.904026
1977-01-18,0.912320
1977-01-19,0.912320
1977-01-20,0.912320
1977-01-21,0.904026
1977-01-24,0.920614
1977-01-25,0.928908
1977-01-26,0.928908
1977-01-27,0.937201
1977-01-28,0.945496
1977-01-31,0.945496
1978-01-03,1.061609
1978-01-04,1.069903
1978-01-05,1.069903
1978-01-06,1.028433
1978-01-09,0.995259
1978-01-10,1.028433
1978-01-11,1.011846
1978-01-12,1.028433
1978-01-13,1.020140
1978-01-16,1.028433
1978-01-17,1.028433
1978-01-18,1.028433
1978-01-19,1.003552
1978-01-20,1.003552
1978-01-23,0.995259
1978-01-24,0.986964
1978-01-25,0.995259
1978-01-26,0.995259
1978-01-27,0.995259
1978-01-30,0.995259
1978-01-31,0.995259
1979-01-02,1.011846
1979-01-03,1.003552
1979-01-04,1.011846
1979-01-05,1.003552
1979-01-08,1.003552
1979-01-09,1.045022
1979-01-10,1.045022
1979-01-11,1.028433
1979-01-12,1.036728
1979-01-15,1.045022
1979-01-16,1.053315
1979-01-17,1.045022
1979-01-18,1.045022
1979-01-19,1.061609
1979-01-22,1.061609
1979-01-23,1.045022
1979-01-24,1.069903
1979-01-25,1.045022
1979-01-26,1.061609
1979-01-29,1.045022
1979-01-30,1.036728
1979-01-31,1.028433
1980-01-02,0.995259
1980-01-03,1.003552
1980-01-04,1.003552
1980-01-07,1.011846
1980-01-08,1.028433
1980-01-09,1.011846
1980-01-10,0.978671
1980-01-11,1.020140
1980-01-14,1.011846
1980-01-15,1.028433
1980-01-16,1.036728
1980-01-17,1.053315
1980-01-18,1.069903
1980-01-21,1.078196
1980-01-22,1.103078
1980-01-23,1.119666
1980-01-24,1.119666
1980-01-25,1.111372
1980-01-28,1.111372
1980-01-29,1.111372
1980-01-30,1.136254
1980-01-31,1.144547
1981-01-02,1.409950
1981-01-05,1.426537
1981-01-06,1.443124
1981-01-07,1.426537
1981-01-08,1.393362
1981-01-09,1.368480
1981-01-12,1.376774
1981-01-13,1.351892
1981-01-14,1.351892
1981-01-15,1.385068
1981-01-16,1.376774
1981-01-19,1.401656
1981-01-20,1.418243
1981-01-21,1.451419
1981-01-22,1.443124
1981-01-23,1.443124
1981-01-26,1.459713
1981-01-27,1.459713
1981-01-28,1.434831
1981-01-29,1.434831
1981-01-30,1.443124
1982-01-04,1.343599
1982-01-05,1.318718
1982-01-06,1.318718
1982-01-07,1.318718
1982-01-08,1.318718
1982-01-11,1.327012
1982-01-12,1.310424
1982-01-13,1.310424
1982-01-14,1.293836
1982-01-15,1.327012
1982-01-18,1.310424
1982-01-19,1.302130
1982-01-20,1.343599
1982-01-21,1.418243
1982-01-22,1.393362
1982-01-25,1.393362
1982-01-26,1.401656
1982-01-27,1.409950
1982-01-28,1.393362
1982-01-29,1.409950
1983-01-03,1.791467
1983-01-04,1.791467
1983-01-05,1.758290
1983-01-06,1.725115
1983-01-07,1.774877
1983-01-10,1.758290
1983-01-11,1.725115
1983-01-12,1.758290
1983-01-13,1.791467
1983-01-14,1.774877
1983-01-17,1.808053
1983-01-18,1.808053
1983-01-19,1.774877
1983-01-20,1.741701
1983-01-21,1.741701
1983-01-24,1.758290
1983-01-25,1.758290
1983-01-26,1.791467
1983-01-27,1.791467
1983-01-28,1.758290
1983-01-31,1.774877
1984-01-03,2.272508
1984-01-04,2.255919
1984-01-05,2.272508
1984-01-06,2.322269
1984-01-09,2.289094
1984-01-10,2.305682
1984-01-11,2.338858
1984-01-12,2.388621
1984-01-13,2.372033
1984-01-16,2.355446
1984-01-17,2.372033
1984-01-18,2.388621
1984-01-19,2.322269
1984-01-20,2.322269
1984-01-23,2.289094
1984-01-24,2.272508
1984-01-25,2.255919
1984-01-26,2.272508
1984-01-27,2.305682
1984-01-30,2.289094
1984-01-31,2.338858
1985-01-02,2.753547
1985-01-03,2.786724
1985-01-04,2.819900
1985-01-07,2.853074
1985-01-08,2.819900
1985-01-09,2.753547
1985-01-10,2.770135
1985-01-11,2.770135
1985-01-14,2.753547
1985-01-15,2.753547
1985-01-16,2.720372
1985-01-17,2.703785
1985-01-18,2.819900
1985-01-21,2.803311
1985-01-22,2.869663
1985-01-23,2.786724
1985-01-24,2.786724
1985-01-25,2.819900
1985-01-28,2.803311
1985-01-29,2.819900
1985-01-30,2.869663
1985-01-31,2.853074
1986-01-02,3.334116
1986-01-03,3.284353
1986-01-06,3.259472
1986-01-07,3.284353
1986-01-08,3.309233
1986-01-09,3.309233
1986-01-10,3.284353
