Date,Adj Close
1999-01-04,25.932938
1999-01-05,25.425556
1999-01-06,25.989319
1999-01-07,25.820183
1999-01-08,25.369173
1999-01-11,24.974546
1999-01-12,25.087301
1999-01-13,24.523542
1999-01-14,24.410789
1999-01-15,25.481926
1999-01-19,26.947704
1999-01-20,26.891327
1999-01-21,25.594685
1999-01-22,24.861801
1999-01-25,24.805418
1999-01-26,24.241663
1999-01-27,23.565149
1999-01-28,22.775883
1999-01-29,23.226894
2000-01-03,26.440321
2000-01-04,26.158449
2000-01-05,26.947704
2000-01-06,26.665827
2000-01-07,28.131596
2000-01-10,30.612137
2000-01-11,32.923550
2000-01-12,34.276581
2000-01-13,33.374561
2000-01-14,34.389339
2000-01-18,34.671215
2000-01-19,35.178596
2000-01-20,36.531628
2000-01-21,38.899406
2000-01-24,37.884651
2000-01-25,37.264511
2000-01-26,35.855099
2000-01-27,34.614841
2000-01-28,34.107449
2000-01-31,32.359798
2001-01-02,32.698048
2001-01-03,35.234974
2001-01-04,35.685974
2001-01-05,32.585297
2001-01-08,32.528919
2001-01-09,32.021545
2001-01-10,33.543690
2001-01-11,36.982620
2001-01-12,36.080605
2001-01-16,34.389339
2001-01-17,35.404099
2001-01-18,32.698048
2001-01-19,32.416180
2001-01-22,31.626900
2001-01-23,32.641682
2001-01-24,31.908781
2001-01-25,32.585297
2001-01-26,33.036312
2001-01-29,32.607841
2001-01-30,32.788258
2001-01-31,32.652962
2002-01-02,9.011131
2002-01-03,9.218596
2002-01-04,8.830730
2002-01-07,8.722487
2002-01-08,8.082056
2002-01-09,7.892632
2002-01-10,7.441626
2002-01-11,7.585948
2002-01-14,7.080820
2002-01-15,6.927476
2002-01-16,6.296066
2002-01-17,5.763876
2002-01-18,5.330910
2002-01-22,4.861863
2002-01-23,5.141487
2002-01-24,5.556414
2002-01-25,5.249729
2002-01-28,5.060306
2002-01-29,4.329673
2002-01-30,4.374774
2002-01-31,4.654399
2003-01-02,3.472759
2003-01-03,3.328437
2003-01-06,3.508839
2003-01-07,3.472759
2003-01-08,3.409618
2003-01-09,3.517860
2003-01-10,3.680223
2003-01-13,3.815524
2003-01-14,4.356734
2003-01-15,4.510076
2003-01-16,4.654399
2003-01-17,4.022986
2003-01-21,4.059069
2003-01-22,4.167311
2003-01-23,4.374774
2003-01-24,4.275552
2003-01-27,4.122210
2003-01-28,4.464974
2003-01-29,4.708519
2003-01-30,4.735581
2003-01-31,4.582237
2004-01-02,9.895107
2004-01-05,10.129630
2004-01-06,10.355137
2004-01-07,10.535538
2004-01-08,11.599917
2004-01-09,11.572856
2004-01-12,11.681097
2004-01-13,11.455594
2004-01-14,10.941446
2004-01-15,10.959484
2004-01-16,10.869284
2004-01-20,10.192772
2004-01-21,10.346116
2004-01-22,10.237873
2004-01-23,10.192772
2004-01-26,10.310036
2004-01-27,10.481417
2004-01-28,10.111591
2004-01-29,9.895107
2004-01-30,9.913146
2005-01-03,16.380600
2005-01-04,16.164112
2005-01-05,16.019793
2005-01-06,16.164112
2005-01-07,16.452757
2005-01-10,16.939840
2005-01-11,16.876703
2005-01-12,16.723362
2005-01-13,16.597075
2005-01-14,16.831606
2005-01-18,17.138290
2005-01-19,17.021030
2005-01-20,16.840624
2005-01-21,16.687281
2005-01-24,16.497860
2005-01-25,16.317453
2005-01-26,16.326481
2005-01-27,16.434717
2005-01-28,16.443737
2005-01-31,16.344522
2006-01-03,24.625015
2006-01-04,25.382711
2006-01-05,25.301531
2006-01-06,25.689398
2006-01-09,26.248644
2006-01-10,26.212563
2006-01-11,26.654552
2006-01-12,26.266685
2006-01-13,26.023136
2006-01-17,25.707436
2006-01-18,26.411007
2006-01-19,26.609447
2006-01-20,25.978043
2006-01-23,25.923920
2006-01-24,26.690628
2006-01-25,26.248644
2006-01-26,26.320805
2006-01-27,26.528263
2006-01-30,26.690628
2006-01-31,27.908354
2007-01-03,34.276581
2007-01-04,34.141277
2007-01-05,33.843613
2007-01-08,34.808769
2007-01-09,35.313900
2007-01-10,35.458221
2007-01-11,35.584499
2007-01-12,35.891186
2007-01-16,35.855099
2007-01-17,35.755882
2007-01-18,35.819023
2007-01-19,36.080605
2007-01-22,35.773922
2007-01-23,36.143753
2007-01-24,36.206882
2007-01-25,36.080605
2007-01-26,36.098652
2007-01-29,35.665684
2007-01-30,35.882164
2007-01-31,35.927265
2008-01-02,37.199112
2008-01-03,36.495541
2008-01-04,35.521366
2008-01-07,35.313900
2008-01-08,34.276581
2008-01-09,34.727592
2008-01-10,35.476261
2008-01-11,35.205654
2008-01-14,36.053551
2008-01-15,35.232719
2008-01-16,34.601299
2008-01-17,34.592285
2008-01-18,33.049831
2008-01-22,32.391369
2008-01-23,32.400379
2008-01-24,34.276581
2008-01-25,32.634907
2008-01-28,33.302399
2008-01-29,35.007214
2008-01-30,33.996948
2008-01-31,33.762436
2009-01-02,27.231840
2009-01-05,27.123594
2009-01-06,27.267920
2009-01-07,26.212563
2009-01-08,26.041183
2009-01-09,25.608210
2009-01-12,25.274467
2009-01-13,25.680370
2009-01-14,25.319563
2009-01-15,25.851757
2009-01-16,26.221581
2009-01-20,25.211325
2009-01-21,26.663568
2009-01-22,26.862015
2009-01-23,27.168699
2009-01-26,27.060461
2009-01-27,27.285961
2009-01-28,28.864489
2009-01-29,28.160915
2009-01-30,27.367144
2010-01-04,39.201580
2010-01-05,39.851032
2010-01-06,40.058495
2010-01-07,39.950253
2010-01-08,40.031437
2010-01-11,39.670624
2010-01-12,39.183540
2010-01-13,40.013390
2010-01-14,40.238911
2010-01-15,39.688671
2010-01-19,39.860050
2010-01-20,39.986336
2010-01-21,39.670624
2010-01-22,38.047009
2010-01-25,38.967056
2010-01-26,38.371735
2010-01-27,38.479969
2010-01-28,38.173286
2010-01-29,38.290554
2011-01-03,46.571060
2011-01-04,46.426727
2011-01-05,45.786289
2011-01-06,45.660004
2011-01-07,45.551765
2011-01-10,45.470589
2011-01-11,45.524708
2011-01-12,45.732174
2011-01-13,45.777279
2011-01-14,44.965462
2011-01-18,44.640739
2011-01-19,44.361111
2011-01-20,45.389404
2011-01-21,45.569805
2011-01-24,46.011795
2011-01-25,46.336510
2011-01-26,46.850662
2011-01-27,46.904797
2011-01-28,46.291424
2011-01-31,45.876499
2012-01-03,53.362469
2012-01-04,54.133736
2012-01-05,54.759819
2012-01-06,54.669083
2012-01-09,54.823338
2012-01-10,55.630894
2012-01-11,56.483822
2012-01-12,56.665295
2012-01-13,56.547340
2012-01-17,56.102730
2012-01-18,56.638077
2012-01-19,56.438461
2012-01-20,55.812378
2012-01-23,56.084572
2012-01-24,56.683449
2012-01-25,57.137138
2012-01-26,56.393085
2012-01-27,57.173420
2012-01-30,57.037323
2012-01-31,57.627102
2013-01-02,72.658531
2013-01-03,70.884583
2013-01-04,70.820244
2013-01-07,70.737534
2013-01-08,71.022430
2013-01-09,71.445259
2013-01-10,72.309242
2013-01-11,72.410362
2013-01-14,72.336807
2013-01-15,72.906677
2013-01-16,72.336807
2013-01-17,72.493103
2013-01-18,72.934280
2013-01-22,72.842346
2013-01-23,72.585007
2013-01-24,73.191612
2013-01-25,73.439819
2013-01-28,72.502274
2013-01-29,72.263290
2013-01-30,70.728333
2013-01-31,69.993004
2014-01-02,74.086090
